City,Date,Wkday,Outlook,TempH,TempL
黄梅,2017-2-3,4,小雨,8,7
黄梅,2017-2-4,5,多云,10,3
黄梅,2017-2-5,6,多云,12,7
黄梅,2017-2-6,0,多云,13,4
武穴,2017-1-31,1,小雨,,2
武穴,2017-2-1,2,阴转小雨,7,4
武穴,2017-2-2,3,阴转多云,8,5
武穴,2017-2-3,4,阴转小雨,9,5
武穴,2017-2-4,5,多云,11,4
武穴,2017-2-5,6,多云,12,5
武穴,2017-2-6,0,多云,13,5
永胜,2017-1-31,1,晴,,0
永胜,2017-2-1,2,晴,16,0
永胜,2017-2-2,3,晴,17,0
永胜,2017-2-3,4,晴,15,-1
永胜,2017-2-4,5,晴,18,-1
永胜,2017-2-5,6,晴,18,0
永胜,2017-2-6,0,晴转阴,18,2
会理,2017-1-31,1,晴,,3
会理,2017-2-1,2,晴,19,3
会理,2017-2-2,3,晴,18,2
会理,2017-2-3,4,晴,18,0
会理,2017-2-4,5,晴,21,1
会理,2017-2-5,6,晴,21,2
会理,2017-2-6,0,晴,19,2
景东,2017-1-31,1,多云,,6
景东,2017-2-1,2,多云,22,7
景东,2017-2-2,3,阵雨,22,6
景东,2017-2-3,4,多云转晴,24,4
景东,2017-2-4,5,晴,23,5
景东,2017-2-5,6,晴,24,3
景东,2017-2-6,0,晴转阴,24,4
万宁,2017-1-31,1,阵雨,,20
万宁,2017-2-1,2,阵雨,23,20
万宁,2017-2-2,3,阵雨,22,19
万宁,2017-2-3,4,阵雨,23,20
万宁,2017-2-4,5,阵雨,23,19
万宁,2017-2-5,6,多云,24,15
万宁,2017-2-6,0,多云,24,15
曲沃,2017-1-31,1,多云,,-4
曲沃,2017-2-1,2,晴转多云,7,-4
曲沃,2017-2-2,3,小雨转多云,4,-5
曲沃,2017-2-3,4,晴,8,-3
曲沃,2017-2-4,5,晴,10,-3
曲沃,2017-2-5,6,晴,9,-3
曲沃,2017-2-6,0,多云转阴,5,-3
兴文,2017-1-31,1,小雨,,8
兴文,2017-2-1,2,小雨,11,8
兴文,2017-2-2,3,阴转小雨,11,8
兴文,2017-2-3,4,阴转多云,14,7
兴文,2017-2-4,5,多云,16,8
兴文,2017-2-5,6,多云转阴,16,9
兴文,2017-2-6,0,阴转小雨,13,9
灯塔,2017-1-31,1,多云,,-15
灯塔,2017-2-1,2,晴,-5,-11
灯塔,2017-2-2,3,晴,2,-9
灯塔,2017-2-3,4,多云,3,-5
灯塔,2017-2-4,5,晴,2,-10
灯塔,2017-2-5,6,晴,-1,-12
灯塔,2017-2-6,0,晴,-3,-10
罗定,2017-1-31,1,多云,,13
罗定,2017-2-1,2,多云,23,13
罗定,2017-2-2,3,多云,23,15
罗定,2017-2-3,4,小雨,21,14
罗定,2017-2-4,5,小雨转多云,21,14
罗定,2017-2-5,6,多云,24,14
罗定,2017-2-6,0,多云,24,13
鹤峰,2017-1-31,1,雨夹雪,,3
鹤峰,2017-2-1,2,雨夹雪,4,3
鹤峰,2017-2-2,3,雨夹雪转阴,3,2
鹤峰,2017-2-3,4,小雨,8,4
鹤峰,2017-2-4,5,多云,16,4
鹤峰,2017-2-5,6,多云转小雨,14,6
鹤峰,2017-2-6,0,小雨,8,6
顺昌,2017-1-31,1,阴,,9
顺昌,2017-2-1,2,阴,17,9
顺昌,2017-2-2,3,多云,17,7
顺昌,2017-2-3,4,多云转阴,20,10
顺昌,2017-2-4,5,阴转多云,21,10
顺昌,2017-2-5,6,晴,21,9
顺昌,2017-2-6,0,晴,21,7
昆山,2017-1-31,1,小雨,,2
昆山,2017-2-1,2,阴转多云,6,1
昆山,2017-2-2,3,多云转小雨,9,3
昆山,2017-2-3,4,阴,11,7
昆山,2017-2-4,5,小雨转阴,9,4
昆山,2017-2-5,6,晴,10,2
昆山,2017-2-6,0,多云,12,2
乌什,2017-1-31,1,多云,,-10
乌什,2017-2-1,2,阴转多云,1,-10
乌什,2017-2-2,3,多云转阴,0,-11
乌什,2017-2-3,4,多云转小雪,1,-10
乌什,2017-2-4,5,阴,1,-9
乌什,2017-2-5,6,小雪,0,-10
乌什,2017-2-6,0,晴,0,-11
光山,2017-1-31,1,雨夹雪,,-1
光山,2017-2-1,2,阴转多云,2,-1
光山,2017-2-2,3,小雨,5,-1
光山,2017-2-3,4,小雨转多云,9,3
光山,2017-2-4,5,晴,13,3
光山,2017-2-5,6,多云,14,1
光山,2017-2-6,0,阴,6,0
舞阳,2017-1-31,1,小雪,,-5
舞阳,2017-2-1,2,阴,5,-2
舞阳,2017-2-2,3,雨夹雪转阴,1,-3
舞阳,2017-2-3,4,多云转晴,5,0
舞阳,2017-2-4,5,多云转晴,12,0
舞阳,2017-2-5,6,多云,11,-1
舞阳,2017-2-6,0,雨夹雪转阴,1,-3
宝坻,2017-1-31,1,晴,,-8
宝坻,2017-2-1,2,晴,3,-8
宝坻,2017-2-2,3,多云转阴,6,-7
宝坻,2017-2-3,4,阴转多云,4,-5
宝坻,2017-2-4,5,多云,5,-5
宝坻,2017-2-5,6,晴,3,-8
宝坻,2017-2-6,0,晴,3,-6
富源,2017-1-31,1,阵雨,,5
富源,2017-2-1,2,多云转小雨,18,4
富源,2017-2-2,3,多云转晴,19,5
富源,2017-2-3,4,晴,21,4
富源,2017-2-4,5,晴,21,2
富源,2017-2-5,6,晴,22,7
富源,2017-2-6,0,晴转多云,18,5
济源,2017-1-31,1,多云,,-3
济源,2017-2-1,2,晴转多云,7,-1
济源,2017-2-2,3,雨夹雪转多云,0,-2
济源,2017-2-3,4,晴,10,0
济源,2017-2-4,5,晴,12,-1
济源,2017-2-5,6,晴转多云,11,-1
济源,2017-2-6,0,阴,6,0
兰溪,2017-1-31,1,阴,,4
兰溪,2017-2-1,2,多云转阴,9,2
兰溪,2017-2-2,3,多云,11,4
兰溪,2017-2-3,4,多云,15,8
兰溪,2017-2-4,5,小雨,16,9
兰溪,2017-2-5,6,多云,16,8
兰溪,2017-2-6,0,多云,14,3
讷河,2017-1-31,1,晴,,-24
讷河,2017-2-1,2,晴,-11,-18
讷河,2017-2-2,3,晴,-5,-20
讷河,2017-2-3,4,晴,-7,-20
讷河,2017-2-4,5,多云转晴,-8,-22
讷河,2017-2-5,6,多云转晴,-9,-21
讷河,2017-2-6,0,晴,-9,-22
红原,2017-1-31,1,多云,,-12
红原,2017-2-1,2,多云,5,-11
红原,2017-2-2,3,多云,5,-12
红原,2017-2-3,4,多云,4,-14
红原,2017-2-4,5,多云,8,-10
红原,2017-2-5,6,多云,11,-9
红原,2017-2-6,0,多云,12,-9
衡水,2017-1-31,1,晴,,-5
衡水,2017-2-1,2,晴,3,-6
衡水,2017-2-2,3,多云转阴,5,-3
衡水,2017-2-3,4,晴转多云,6,-3
衡水,2017-2-4,5,多云,5,-3
衡水,2017-2-5,6,晴,8,-5
衡水,2017-2-6,0,多云,3,-7
榆树,2017-1-31,1,晴,,-20
榆树,2017-2-1,2,晴,-11,-17
榆树,2017-2-2,3,晴,-6,-16
榆树,2017-2-3,4,晴转多云,-3,-9
榆树,2017-2-4,5,多云,-5,-18
榆树,2017-2-5,6,多云,-7,-19
榆树,2017-2-6,0,多云转晴,-8,-19
大新,2017-1-31,1,多云,,13
大新,2017-2-1,2,多云,23,13
大新,2017-2-2,3,多云,22,14
大新,2017-2-3,4,多云转阴,18,14
大新,2017-2-4,5,晴转多云,22,17
大新,2017-2-5,6,多云转阴,26,17
大新,2017-2-6,0,阴转多云,22,14
汉源,2017-1-31,1,阴,,6
汉源,2017-2-1,2,阴,11,6
汉源,2017-2-2,3,多云,14,5
汉源,2017-2-3,4,晴转多云,16,5
汉源,2017-2-4,5,晴转多云,17,7
汉源,2017-2-5,6,晴转多云,16,8
汉源,2017-2-6,0,多云转阴,14,7
井冈山,2017-1-31,1,多云,,4
井冈山,2017-2-1,2,多云,10,4
井冈山,2017-2-2,3,多云转晴,11,3
井冈山,2017-2-3,4,晴转小雨,15,7
井冈山,2017-2-4,5,小雨,16,7
井冈山,2017-2-5,6,多云,14,4
井冈山,2017-2-6,0,多云,18,5
大方,2017-1-31,1,小雨,,2
大方,2017-2-1,2,阴转小雨,6,2
大方,2017-2-2,3,阴转小雨,8,5
大方,2017-2-3,4,小雨,10,3
大方,2017-2-4,5,多云,15,4
大方,2017-2-5,6,多云,16,4
大方,2017-2-6,0,阴,13,5
辽中,2017-1-31,1,晴,,-14
辽中,2017-2-1,2,晴,-5,-13
辽中,2017-2-2,3,晴,0,-11
辽中,2017-2-3,4,晴,3,-7
辽中,2017-2-4,5,多云,2,-10
辽中,2017-2-5,6,晴,-1,-13
辽中,2017-2-6,0,晴,-2,-12
武宣,2017-1-31,1,多云,,13
武宣,2017-2-1,2,多云,21,12
武宣,2017-2-2,3,阴,21,15
武宣,2017-2-3,4,阴转小雨,17,12
武宣,2017-2-4,5,小雨转多云,21,13
武宣,2017-2-5,6,多云,22,13
武宣,2017-2-6,0,多云转阴,24,14
于田,2017-1-31,1,多云,,-6
于田,2017-2-1,2,晴,6,-7
于田,2017-2-2,3,晴,7,-7
于田,2017-2-3,4,晴转多云,8,-5
于田,2017-2-4,5,多云,5,-5
于田,2017-2-5,6,多云,1,-6
于田,2017-2-6,0,晴转多云,0,-8
平鲁,2017-1-31,1,晴,,-17
平鲁,2017-2-1,2,晴,-3,-13
平鲁,2017-2-2,3,小雪,0,-14
平鲁,2017-2-3,4,阴转多云,4,-7
平鲁,2017-2-4,5,晴,4,-13
平鲁,2017-2-5,6,晴转多云,1,-15
平鲁,2017-2-6,0,多云转小雪,-5,-14
天津,2017-1-31,1,晴,,-4
天津,2017-2-1,2,晴,4,-4
天津,2017-2-2,3,多云转阴,7,-2
天津,2017-2-3,4,阴转多云,6,0
天津,2017-2-4,5,多云,6,-1
天津,2017-2-5,6,晴,4,-4
天津,2017-2-6,0,晴,4,-2
方城,2017-1-31,1,小雪,,-3
方城,2017-2-1,2,阴,3,-2
方城,2017-2-2,3,雨夹雪转阴,1,-3
方城,2017-2-3,4,多云转晴,5,1
方城,2017-2-4,5,晴,9,2
方城,2017-2-5,6,多云,10,-1
方城,2017-2-6,0,雨夹雪,6,-2
奉新,2017-1-31,1,阴,,5
奉新,2017-2-1,2,阴转多云,9,5
奉新,2017-2-2,3,多云,12,6
奉新,2017-2-3,4,阵雨转小雨,14,8
奉新,2017-2-4,5,小雨转多云,14,8
奉新,2017-2-5,6,多云,15,7
奉新,2017-2-6,0,多云,15,7
武定,2017-1-31,1,多云,,1
武定,2017-2-1,2,多云转晴,17,1
武定,2017-2-2,3,多云,18,1
武定,2017-2-3,4,多云转晴,18,-1
武定,2017-2-4,5,晴,20,0
武定,2017-2-5,6,晴,23,2
武定,2017-2-6,0,晴转多云,22,1
常宁,2017-1-31,1,阴,,5
常宁,2017-2-1,2,阴,9,5
常宁,2017-2-2,3,阴,11,6
常宁,2017-2-3,4,阴转小雨,13,7
常宁,2017-2-4,5,小雨转多云,13,7
常宁,2017-2-5,6,多云,16,12
常宁,2017-2-6,0,多云转阴,18,10
武宁,2017-1-31,1,阴,,4
武宁,2017-2-1,2,阴,7,4
武宁,2017-2-2,3,阴,7,4
武宁,2017-2-3,4,阵雨转小雨,10,6
武宁,2017-2-4,5,小雨转多云,10,4
武宁,2017-2-5,6,多云,13,4
武宁,2017-2-6,0,多云,14,4
南平,2017-1-31,1,阴,,11
南平,2017-2-1,2,阴,17,10
南平,2017-2-2,3,多云,18,8
南平,2017-2-3,4,多云转阴,20,11
南平,2017-2-4,5,阴转多云,21,12
南平,2017-2-5,6,晴,21,11
南平,2017-2-6,0,晴,21,8
北辰,2017-1-31,1,晴,,-7
北辰,2017-2-1,2,晴,4,-7
北辰,2017-2-2,3,多云转阴,7,-6
北辰,2017-2-3,4,阴转多云,5,-4
北辰,2017-2-4,5,多云,6,-2
北辰,2017-2-5,6,晴,4,-7
北辰,2017-2-6,0,晴,4,-5
武安,2017-1-31,1,晴,,-4
武安,2017-2-1,2,晴,3,-3
武安,2017-2-2,3,雨夹雪,5,-4
武安,2017-2-3,4,多云转晴,7,-2
武安,2017-2-4,5,晴,9,-3
武安,2017-2-5,6,晴,4,-4
武安,2017-2-6,0,阴转多云,4,-6
高县,2017-1-31,1,小雨,,8
高县,2017-2-1,2,小雨,12,8
高县,2017-2-2,3,阴转小雨,12,8
高县,2017-2-3,4,阴转多云,14,7
高县,2017-2-4,5,多云,16,8
高县,2017-2-5,6,多云转阴,16,10
高县,2017-2-6,0,阴转小雨,14,8
泾阳,2017-1-31,1,多云,,-3
泾阳,2017-2-1,2,阴转雨夹雪,3,0
泾阳,2017-2-2,3,小雪转多云,2,-2
泾阳,2017-2-3,4,多云转晴,5,-2
泾阳,2017-2-4,5,晴转多云,9,0
泾阳,2017-2-5,6,多云转阴,8,0
泾阳,2017-2-6,0,雨夹雪,3,-1
吉林,2017-1-31,1,晴,,-18
吉林,2017-2-1,2,晴,-10,-16
吉林,2017-2-2,3,晴,-5,-13
吉林,2017-2-3,4,多云,-1,-10
吉林,2017-2-4,5,多云转晴,-6,-16
吉林,2017-2-5,6,晴,-10,-18
吉林,2017-2-6,0,晴,-8,-18
江夏,2017-1-31,1,小雨,,1
江夏,2017-2-1,2,小雨,6,4
江夏,2017-2-2,3,小雨,5,4
江夏,2017-2-3,4,小雨,8,5
江夏,2017-2-4,5,多云,12,4
江夏,2017-2-5,6,多云,14,7
江夏,2017-2-6,0,多云,11,6
集宁,2017-1-31,1,晴,,-20
集宁,2017-2-1,2,晴,-4,-17
集宁,2017-2-2,3,多云,1,-13
集宁,2017-2-3,4,多云,2,-11
集宁,2017-2-4,5,晴,1,-14
集宁,2017-2-5,6,晴,-2,-14
集宁,2017-2-6,0,晴,-2,-14
金秀,2017-1-31,1,多云,,10
金秀,2017-2-1,2,多云,16,9
金秀,2017-2-2,3,阴,16,12
金秀,2017-2-3,4,阴转小雨,12,9
金秀,2017-2-4,5,小雨转多云,17,11
金秀,2017-2-5,6,多云,18,11
金秀,2017-2-6,0,多云转阴,18,11
集安,2017-1-31,1,晴,,-21
集安,2017-2-1,2,晴,-6,-20
集安,2017-2-2,3,晴,-2,-16
集安,2017-2-3,4,晴转多云,0,-10
集安,2017-2-4,5,多云转晴,-1,-13
集安,2017-2-5,6,晴,-6,-20
集安,2017-2-6,0,晴,-3,-19
鄂州,2017-1-31,1,小雨,,1
鄂州,2017-2-1,2,小雨,6,1
鄂州,2017-2-2,3,小雨,6,4
鄂州,2017-2-3,4,阴转小雨,8,5
鄂州,2017-2-4,5,多云,11,3
鄂州,2017-2-5,6,多云,14,4
鄂州,2017-2-6,0,多云,15,6
文安,2017-1-31,1,晴,,-6
文安,2017-2-1,2,晴,4,-7
文安,2017-2-2,3,多云转阴,6,-4
文安,2017-2-3,4,多云,6,-4
文安,2017-2-4,5,多云转晴,6,-5
文安,2017-2-5,6,晴,6,-7
文安,2017-2-6,0,晴转多云,6,-6
蓟县,2017-1-31,1,晴,,-7
蓟县,2017-2-1,2,晴,3,-7
蓟县,2017-2-2,3,多云转阴,6,-5
蓟县,2017-2-3,4,阴转多云,4,-4
蓟县,2017-2-4,5,多云,5,-4
蓟县,2017-2-5,6,晴,3,-7
蓟县,2017-2-6,0,晴,3,-5
怀来,2017-1-31,1,晴,,-13
怀来,2017-2-1,2,晴,-1,-11
怀来,2017-2-2,3,多云,5,-7
怀来,2017-2-3,4,多云转晴,7,-5
怀来,2017-2-4,5,晴,6,-7
怀来,2017-2-5,6,晴,4,-8
怀来,2017-2-6,0,晴转小雪,3,-4
阳新,2017-1-31,1,阴,,3
阳新,2017-2-1,2,阴转多云,8,4
阳新,2017-2-2,3,多云,11,7
阳新,2017-2-3,4,小雨,10,6
阳新,2017-2-4,5,多云,12,8
阳新,2017-2-5,6,多云,15,7
阳新,2017-2-6,0,晴转多云,16,6
深泽,2017-1-31,1,晴,,-5
深泽,2017-2-1,2,晴,2,-6
深泽,2017-2-2,3,多云转阴,4,-4
深泽,2017-2-3,4,晴转多云,6,-2
深泽,2017-2-4,5,晴,6,-4
深泽,2017-2-5,6,晴,4,-6
深泽,2017-2-6,0,阴,4,-7
射阳,2017-1-31,1,多云,,-1
射阳,2017-2-1,2,多云,6,-2
射阳,2017-2-2,3,多云转雨夹雪,6,1
射阳,2017-2-3,4,阴转小雨,9,4
射阳,2017-2-4,5,小雨转阴,7,1
射阳,2017-2-5,6,多云,9,-1
射阳,2017-2-6,0,晴转多云,8,-3
慈溪,2017-1-31,1,阴,,4
慈溪,2017-2-1,2,多云,7,4
慈溪,2017-2-2,3,多云,9,4
慈溪,2017-2-3,4,多云,15,7
慈溪,2017-2-4,5,阵雨转小雨,15,6
慈溪,2017-2-5,6,多云转晴,10,3
慈溪,2017-2-6,0,晴,11,3
叙永,2017-1-31,1,小雨,,8
叙永,2017-2-1,2,小雨,11,7
叙永,2017-2-2,3,小雨,11,7
叙永,2017-2-3,4,小雨转晴,14,5
叙永,2017-2-4,5,晴转多云,17,6
叙永,2017-2-5,6,晴转小雨,15,9
叙永,2017-2-6,0,小雨,14,9
歙县,2017-1-31,1,阴,,2
歙县,2017-2-1,2,阴转多云,8,2
歙县,2017-2-2,3,多云,10,4
歙县,2017-2-3,4,小雨转阴,13,7
歙县,2017-2-4,5,小雨转阴,14,6
歙县,2017-2-5,6,晴转多云,15,7
歙县,2017-2-6,0,多云,14,5
凤翔,2017-1-31,1,多云,,-5
凤翔,2017-2-1,2,多云转雨夹雪,4,-3
凤翔,2017-2-2,3,雨夹雪转多云,-1,-4
凤翔,2017-2-3,4,晴,7,-3
凤翔,2017-2-4,5,晴,9,-1
凤翔,2017-2-5,6,晴转多云,7,-3
凤翔,2017-2-6,0,阴,4,-2
威县,2017-1-31,1,多云,,-6
威县,2017-2-1,2,晴,3,-7
威县,2017-2-2,3,阴,3,-4
威县,2017-2-3,4,多云,6,-2
威县,2017-2-4,5,多云转晴,7,-6
威县,2017-2-5,6,晴,6,-7
威县,2017-2-6,0,多云,3,-4
卓资,2017-1-31,1,晴,,-23
卓资,2017-2-1,2,晴,-4,-19
卓资,2017-2-2,3,多云,1,-16
卓资,2017-2-3,4,多云,2,-13
卓资,2017-2-4,5,晴,1,-16
卓资,2017-2-5,6,晴,-2,-16
卓资,2017-2-6,0,晴,-2,-14
唐河,2017-1-31,1,小雪,,-3
唐河,2017-2-1,2,阴,3,-1
唐河,2017-2-2,3,中雪转阴,3,-4
唐河,2017-2-3,4,多云转晴,5,-1
唐河,2017-2-4,5,晴,10,0
唐河,2017-2-5,6,多云转阴,9,0
唐河,2017-2-6,0,雨夹雪,4,0
望谟,2017-1-31,1,阴,,12
望谟,2017-2-1,2,阴转小雨,19,14
望谟,2017-2-2,3,阴,21,13
望谟,2017-2-3,4,阴,16,12
望谟,2017-2-4,5,阴,20,12
望谟,2017-2-5,6,阴,21,10
望谟,2017-2-6,0,阴,20,10
宁城,2017-1-31,1,晴,,-16
宁城,2017-2-1,2,晴,2,-22
宁城,2017-2-2,3,晴转多云,5,-12
宁城,2017-2-3,4,多云转晴,6,-11
宁城,2017-2-4,5,晴,2,-13
宁城,2017-2-5,6,多云转晴,-1,-17
宁城,2017-2-6,0,晴转多云,0,-17
丁青,2017-1-31,1,阵雪,,-9
丁青,2017-2-1,2,多云转晴,2,-12
丁青,2017-2-2,3,晴,0,-12
丁青,2017-2-3,4,晴,6,-13
丁青,2017-2-4,5,多云,8,-8
丁青,2017-2-5,6,多云,11,-8
丁青,2017-2-6,0,晴,11,-7
杭锦后旗,2017-1-31,1,晴,,-16
杭锦后旗,2017-2-1,2,晴,-2,-13
杭锦后旗,2017-2-2,3,晴,1,-12
杭锦后旗,2017-2-3,4,晴,3,-11
杭锦后旗,2017-2-4,5,晴,2,-12
杭锦后旗,2017-2-5,6,晴转多云,0,-13
杭锦后旗,2017-2-6,0,多云,-2,-13
长春,2017-1-31,1,晴,,-18
长春,2017-2-1,2,晴,-9,-14
长春,2017-2-2,3,晴,-4,-12
长春,2017-2-3,4,晴转多云,-1,-10
长春,2017-2-4,5,多云,-4,-15
长春,2017-2-5,6,多云,-7,-18
长春,2017-2-6,0,多云转晴,-8,-16
青铜峡,2017-1-31,1,多云,,-11
青铜峡,2017-2-1,2,多云转阴,1,-8
青铜峡,2017-2-2,3,多云,4,-7
青铜峡,2017-2-3,4,多云转晴,3,-8
青铜峡,2017-2-4,5,晴,6,-6
青铜峡,2017-2-5,6,晴转阴,4,-8
青铜峡,2017-2-6,0,阴,0,-8
古田,2017-1-31,1,多云,,9
古田,2017-2-1,2,多云转阴,18,9
古田,2017-2-2,3,多云,17,7
古田,2017-2-3,4,多云转阴,20,11
古田,2017-2-4,5,阴转多云,19,11
古田,2017-2-5,6,多云,22,11
古田,2017-2-6,0,多云,20,5
太仆寺旗,2017-1-31,1,晴,,-24
太仆寺旗,2017-2-1,2,晴,-10,-21
太仆寺旗,2017-2-2,3,晴转多云,-4,-17
太仆寺旗,2017-2-3,4,阴,-2,-16
太仆寺旗,2017-2-4,5,阴,-6,-20
太仆寺旗,2017-2-5,6,阴,-8,-20
太仆寺旗,2017-2-6,0,小雪,-10,-20
双城,2017-1-31,1,晴,,-22
双城,2017-2-1,2,多云转晴,-11,-16
双城,2017-2-2,3,多云转晴,-5,-14
双城,2017-2-3,4,多云转晴,-2,-15
双城,2017-2-4,5,晴,-5,-17
双城,2017-2-5,6,晴,-7,-23
双城,2017-2-6,0,多云,-10,-21
巫溪,2017-1-31,1,小雨,,3
巫溪,2017-2-1,2,小雨,7,3
巫溪,2017-2-2,3,小雨转阴,7,2
巫溪,2017-2-3,4,阴,9,5
巫溪,2017-2-4,5,多云,13,2
巫溪,2017-2-5,6,晴转阴,15,8
巫溪,2017-2-6,0,多云转小雨,13,8
法库,2017-1-31,1,晴,,-15
法库,2017-2-1,2,晴,-6,-13
法库,2017-2-2,3,晴,0,-11
法库,2017-2-3,4,晴,3,-7
法库,2017-2-4,5,多云,2,-10
法库,2017-2-5,6,晴,-1,-13
法库,2017-2-6,0,晴,-2,-12
汉中,2017-1-31,1,阴,,0
汉中,2017-2-1,2,阴转小雨,6,2
汉中,2017-2-2,3,阴,5,1
汉中,2017-2-3,4,阴转晴,8,1
汉中,2017-2-4,5,晴转多云,11,4
汉中,2017-2-5,6,小雨,10,3
汉中,2017-2-6,0,中雨转小雨,5,2
昌邑,2017-1-31,1,晴,,-4
昌邑,2017-2-1,2,晴,2,-6
昌邑,2017-2-2,3,多云转晴,6,-1
昌邑,2017-2-3,4,多云转晴,6,-2
昌邑,2017-2-4,5,晴,9,-1
昌邑,2017-2-5,6,晴,6,-5
昌邑,2017-2-6,0,晴,5,-5
涿州,2017-1-31,1,晴,,-7
涿州,2017-2-1,2,晴,3,-8
涿州,2017-2-2,3,多云转阴,5,-5
涿州,2017-2-3,4,多云转晴,6,-4
涿州,2017-2-4,5,晴,5,-5
涿州,2017-2-5,6,晴,4,-6
涿州,2017-2-6,0,多云转阴,4,-2
额济纳旗,2017-1-31,1,晴,,-15
额济纳旗,2017-2-1,2,晴转多云,-2,-13
额济纳旗,2017-2-2,3,多云,1,-10
额济纳旗,2017-2-3,4,晴,2,-11
额济纳旗,2017-2-4,5,晴,2,-10
额济纳旗,2017-2-5,6,多云转阴,2,-11
额济纳旗,2017-2-6,0,阴转多云,-1,-11
武夷山,2017-1-31,1,阴,,8
武夷山,2017-2-1,2,阴,17,7
武夷山,2017-2-2,3,多云,16,7
武夷山,2017-2-3,4,多云转阴,19,9
武夷山,2017-2-4,5,阴转多云,20,13
武夷山,2017-2-5,6,晴,20,7
武夷山,2017-2-6,0,晴,20,6
合川,2017-1-31,1,小雨,,7
合川,2017-2-1,2,阴转小雨,9,7
合川,2017-2-2,3,阴,9,5
合川,2017-2-3,4,多云,11,7
合川,2017-2-4,5,多云,14,6
合川,2017-2-5,6,晴转阴,15,10
合川,2017-2-6,0,阴转小雨,14,10
望江,2017-1-31,1,小雨,,1
望江,2017-2-1,2,阴转多云,6,3
望江,2017-2-2,3,阴,7,4
望江,2017-2-3,4,小雨,8,7
望江,2017-2-4,5,小雨转阴,10,6
望江,2017-2-5,6,多云,12,6
望江,2017-2-6,0,多云,11,5
宜君,2017-1-31,1,多云,,-7
宜君,2017-2-1,2,多云转阴,0,-6
宜君,2017-2-2,3,小雪转多云,0,-6
宜君,2017-2-3,4,多云转晴,4,-2
宜君,2017-2-4,5,晴,4,-3
宜君,2017-2-5,6,晴转阴,2,-5
宜君,2017-2-6,0,小雪,0,-5
淅川,2017-1-31,1,阴,,-2
淅川,2017-2-1,2,阴,5,-1
淅川,2017-2-2,3,小雪转阴,3,-2
淅川,2017-2-3,4,多云转晴,6,-1
淅川,2017-2-4,5,晴,14,3
淅川,2017-2-5,6,多云转阴,11,-1
淅川,2017-2-6,0,雨夹雪,0,-2
沁源,2017-1-31,1,多云,,-10
沁源,2017-2-1,2,多云,2,-8
沁源,2017-2-2,3,雨夹雪转晴,3,-9
沁源,2017-2-3,4,晴转多云,6,-8
沁源,2017-2-4,5,晴,7,-8
沁源,2017-2-5,6,晴转多云,6,-10
沁源,2017-2-6,0,阴转雨夹雪,2,-10
大武,2017-1-31,1,小雨,,19
大武,2017-2-1,2,小雨,23,19
大武,2017-2-2,3,阴,24,19
大武,2017-2-3,4,小雨,22,20
大武,2017-2-4,5,中雨转阴,24,19
大武,2017-2-5,6,多云转晴,24,17
大武,2017-2-6,0,多云,23,17
灌阳,2017-1-31,1,阴,,7
灌阳,2017-2-1,2,阴,13,7
灌阳,2017-2-2,3,阴,15,8
灌阳,2017-2-3,4,阴转小雨,17,9
灌阳,2017-2-4,5,阴,18,8
灌阳,2017-2-5,6,多云转阴,18,9
灌阳,2017-2-6,0,阴转晴,16,12
怀柔,2017-1-31,1,晴,,-7
怀柔,2017-2-1,2,晴,4,-10
怀柔,2017-2-2,3,多云转阴,5,-5
怀柔,2017-2-3,4,多云,6,-6
怀柔,2017-2-4,5,多云转晴,7,-6
怀柔,2017-2-5,6,晴,6,-7
怀柔,2017-2-6,0,多云转阴,5,-6
微山,2017-1-31,1,晴,,-2
微山,2017-2-1,2,晴转多云,7,-3
微山,2017-2-2,3,阴转小雨,6,1
微山,2017-2-3,4,多云转阴,6,0
微山,2017-2-4,5,多云,10,3
微山,2017-2-5,6,多云转晴,12,-2
微山,2017-2-6,0,晴,10,-2
昌都,2017-1-31,1,阵雪,,-6
昌都,2017-2-1,2,多云转晴,9,-9
昌都,2017-2-2,3,晴,5,-10
昌都,2017-2-3,4,晴,10,-10
昌都,2017-2-4,5,多云,16,-8
昌都,2017-2-5,6,多云,17,-4
昌都,2017-2-6,0,晴,16,-4
波密,2017-1-31,1,阵雪,,-3
波密,2017-2-1,2,阵雪转多云,10,-2
波密,2017-2-2,3,多云,8,-4
波密,2017-2-3,4,小雪转晴,12,-11
波密,2017-2-4,5,多云,17,-4
波密,2017-2-5,6,多云,15,-3
波密,2017-2-6,0,晴转多云,12,-1
大柴旦,2017-1-31,1,多云,,-15
大柴旦,2017-2-1,2,多云转晴,1,-16
大柴旦,2017-2-2,3,多云转晴,0,-14
大柴旦,2017-2-3,4,晴,2,-15
大柴旦,2017-2-4,5,小雪转晴,-1,-11
大柴旦,2017-2-5,6,小雨转晴,4,-12
大柴旦,2017-2-6,0,晴,5,-11
沧州,2017-1-31,1,晴,,-5
沧州,2017-2-1,2,晴,5,-5
沧州,2017-2-2,3,多云转阴,6,-2
沧州,2017-2-3,4,晴,8,-1
沧州,2017-2-4,5,晴,8,-2
沧州,2017-2-5,6,晴,6,-4
沧州,2017-2-6,0,晴,5,-4
平山,2017-1-31,1,晴,,-5
平山,2017-2-1,2,晴,2,-5
平山,2017-2-2,3,多云转阴,2,-4
平山,2017-2-3,4,晴转多云,5,-3
